MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.984049	1.01565	0.0288563	0.56976	7611.55	3.56197	13.0085	4
"permutation (incr. sorting)"	0.828945	1.24981	0.855543	1.95659	1005	1.03882	98.5075	1
"permutation (pref. index)"	0.985286	1.02167	0.0556689	9.96898	87843.1	0.211202	1.16136	0
"permutation (vptree)"	0.82939	1.24863	1.11853	0.650313	1005	3.1002	98.5075	6
"vptree: triangle inequality"	0.875671	1.12985	0.269681	0.135084	5179.15	14.8328	18.9888	2
"bbtree"	0.933581	1.07611	0.167822	0.343321	4903.9	5.93095	20.1918	4
"permutation (incr. sorting)"	0.745911	1.41709	1.70613	1.89355	510	1.07952	194.118	1
"permutation (pref. index)"	0.891052	1.14303	0.351185	4.06918	28080.4	0.499157	3.50972	0
"permutation (vptree)"	0.766197	1.37781	1.27198	0.414156	510	4.91556	194.118	5
"vptree: triangle inequality"	0.71299	1.40737	1.03321	0.0263353	974.838	76.5951	101.139	3
"bbtree"	0.866575	1.17179	0.438915	0.169075	2650.41	12.0426	37.3743	4
"permutation (incr. sorting)"	0.660476	1.70685	3.15392	1.79598	263	1.1375	376.426	1
"permutation (pref. index)"	0.785055	1.33788	0.992238	0.47582	5637.35	3.3718	14.0985	0
"permutation (vptree)"	0.672477	1.68938	3.88979	0.244638	263	8.03876	376.426	6
"vptree: triangle inequality"	0.644515	1.59346	1.87214	0.0168537	616.386	117.743	157.998	2
"bbtree"	0.811031	1.26134	0.768662	0.0792155	1305.63	25.4741	75.8277	4
"permutation (incr. sorting)"	0.582918	2.10937	4.84101	1.72847	139	1.17765	712.23	1
"permutation (pref. index)"	0.736701	1.45928	1.24497	0.322888	4004.62	6.29482	24.648	0
"permutation (vptree)"	0.596495	2.06934	7.82479	0.146756	139	13.5954	712.23	5
"vptree: triangle inequality"	0.573985	1.78292	2.07455	0.0105553	363.273	190.815	272.387	3
"bbtree"	0.733001	1.42529	1.06969	0.0377544	647.875	53.5602	152.804	4
"permutation (incr. sorting)"	0.468197	3.10986	22.5896	1.72943	77	1.19003	1285.71	1
"permutation (pref. index)"	0.63182	1.8357	3.35331	0.160383	2102.6	12.6961	46.7786	0
"permutation (vptree)"	0.489793	2.95668	18.4411	0.103516	77	19.5968	1285.71	6
"vptree: triangle inequality"	0.483492	2.35801	4.749	0.00542021	162.88	366.818	604.231	3
"bbtree"	0.674722	1.62102	1.95491	0.0191146	330.42	105.05	299.59	4
"permutation (incr. sorting)"	0.40933	4.29006	36.6311	1.72152	46	1.1894	2152.17	1
"permutation (pref. index)"	0.560284	2.38246	8.88241	0.107582	1074.42	18.655	90.4985	0
"permutation (vptree)"	0.393642	4.63731	42.3627	0.068128	46	29.5376	2152.17	5
"vptree: triangle inequality"	0.40387	3.52765	14.3946	0.00376894	98.6971	490.541	1001.41	3
"bbtree"	0.644085	1.70869	3.49631	0.0117712	178.742	161.442	554.063	4
"permutation (incr. sorting)"	0.348141	5.91248	50.4706	1.70706	35	1.17373	2828.57	1
"permutation (pref. index)"	0.506953	2.94472	19.7019	0.055896	614.996	35.2983	159.923	0
"permutation (vptree)"	0.352302	6.14433	71.7742	0.0598462	35	32.9696	2828.57	7
"vptree: triangle inequality"	0.337101	6.50851	66.1092	0.00272034	61.3137	655.716	1613.43	1
"bbtree"	0.581297	2.02855	4.66377	0.0085251	107.282	234.097	921.755	4
"permutation (incr. sorting)"	0.382837	5.07493	43.4371	1.73066	35	1.18013	2828.57	1
"permutation (pref. index)"	0.450463	3.93101	45.0519	0.0324475	366.195	60.6358	237.759	0
"permutation (vptree)"	0.344746	6.22732	58.4989	0.0554425	35	35.4249	2828.57	7
"vptree: triangle inequality"	0.331832	6.42449	62.8662	0.0035868	59.9076	566.833	1651.53	2
"bbtree"	0.534471	2.40599	9.55586	0.0072856	72.1976	260.947	1368.69	4
"permutation (incr. sorting)"	0.356265	6.09308	71.7306	1.68125	35	1.21002	2828.57	1
"permutation (pref. index)"	0.423871	5.25759	89.4841	0.0185257	229.942	100.337	373.948	0
"permutation (vptree)"	0.375616	5.34132	61.7575	0.064163	35	30.3983	2828.57	5
"vptree: triangle inequality"	0.325355	6.84454	70.521	0.0026002	59.0583	742.62	1675.7	3
