MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.863919	1.17553	0.356845	1.146	34525	8.30041	14.453	15
"permutation (incr. sorting)"	0.971617	1.03249	0.0853563	11.5968	7501	0.820059	66.5245	6
"permutation (pref. index)"	0.902556	1.10988	0.234116	12.1489	82722.9	0.77417	5.96063	0
"vptree: triangle inequality"	0.933955	1.06578	0.138444	0.249408	6340.79	35.9591	74.2602	18
"bbtree"	0.841471	1.2134	0.672503	0.573431	17247.6	17.3324	28.9298	16
"permutation (incr. sorting)"	0.960324	1.04314	0.109066	11.2952	6669	0.882725	74.8238	6
"permutation (pref. index)"	0.855427	1.17762	0.403076	3.1443	33881.1	3.03039	14.0942	0
"vptree: triangle inequality"	0.845121	1.18025	0.408093	0.0612828	1498.47	154.509	319.188	18
"bbtree"	0.797691	1.31238	0.54721	0.288509	8615.86	34.2316	57.973	15
"permutation (incr. sorting)"	0.967954	1.03817	0.102697	10.7545	5837	0.918944	85.4891	6
"permutation (pref. index)"	0.816564	1.25159	0.654751	1.52719	16617.5	6.40357	29.7332	0
"vptree: triangle inequality"	0.753562	1.33965	0.778137	0.0176284	359.368	549.437	1371.92	18
"bbtree"	0.771449	1.35955	0.862077	0.149717	4315.57	65.1017	115.801	16
"permutation (incr. sorting)"	0.968985	1.03604	0.0861132	11.2367	5006	0.867586	99.6804	6
"permutation (pref. index)"	0.782816	1.32991	1.03022	1.37269	9899.27	7.06196	50.1141	0
"vptree: triangle inequality"	0.713236	1.42041	1.16747	0.0115484	203.723	829.942	2432.43	17
"bbtree"	0.756105	1.38814	1.44442	0.0788209	2164.2	125.323	230.687	16
"permutation (incr. sorting)"	0.957366	1.05035	0.213425	10.5801	4174	0.937307	119.55	6
"permutation (pref. index)"	0.737219	1.42612	1.41281	0.529909	6034.53	18.5292	81.9064	0
"vptree: triangle inequality"	0.571402	1.92995	2.95633	0.00506517	76.1407	1903.57	6538.49	18
"bbtree"	0.729603	1.47231	2.61406	0.0404119	1090.48	244.613	457.672	16
"permutation (incr. sorting)"	0.951213	1.05629	0.130312	10.3456	3342	0.959315	149.312	6
"permutation (pref. index)"	0.6861	1.59546	2.65996	0.350552	4092.54	28.3265	122.625	0
"vptree: triangle inequality"	0.4621	2.9189	17.6646	0.0035836	48.5189	2676.65	10274.1	18
"bbtree"	0.704057	1.54523	2.58287	0.0209248	562.096	461.993	888.181	16
"permutation (incr. sorting)"	0.919073	1.09238	0.172274	9.91029	2511	0.983629	198.726	6
"permutation (pref. index)"	0.666816	1.72031	3.73132	0.348389	2736.37	27.3318	174.656	0
"vptree: triangle inequality"	0.462968	3.0378	17.6424	0.0036414	46.3875	2578.89	10757.5	17
"bbtree"	0.644623	1.76566	6.24477	0.0120202	300.419	815.94	1661.02	16
"permutation (incr. sorting)"	0.846465	1.22993	1.1414	9.78119	1679	1.01698	297.201	6
"permutation (pref. index)"	0.636561	1.88248	9.88735	0.211833	2743.98	47.135	181.212	0
"vptree: triangle inequality"	0.448987	3.35944	38.1326	0.0032804	43.6956	2915.16	11406	18
"bbtree"	0.623873	1.79758	4.08628	0.0078206	169.377	1224.62	2946.11	16
"permutation (incr. sorting)"	0.796635	1.3223	1.55256	9.28141	847	1.05136	589.138	6
"permutation (pref. index)"	0.614445	2.00743	7.93828	0.121379	1592.49	73.8265	288.235	0
"vptree: triangle inequality"	0.43568	3.5415	46.601	0.0032796	43.8879	2864.56	11361	18
