MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"multiprobe lsh"	0.881737	1.56228	96.9529	0.201151	895.039	43.6996	556.301	574
"permutation (incr. sorting)"	0.989488	1.0082	0.00908063	11.5752	9996	0.739996	49.92	42
"permutation (pref. index)"	0.835794	1.21066	0.462878	0.317457	15246	25.8613	30.5642	52
"vptree: triangle inequality"	0.976814	1.01809	0.0280732	0.0576356	1281.06	150.764	385.003	59
"multiprobe lsh"	0.669262	7.10904	548.868	0.182197	523.171	48.3844	947.638	584
"permutation (incr. sorting)"	0.983159	1.01474	0.0235977	11.9045	8887	0.750368	56.1494	42
"permutation (pref. index)"	0.80164	1.26674	0.67675	0.210372	10375.5	40.2813	46.8257	52
"vptree: triangle inequality"	0.82476	1.17542	0.298978	0.0141693	254.468	615.988	1959.22	59
"multiprobe lsh"	0.623516	10.0574	670.29	0.197921	479.469	44.6135	1036.27	585
"permutation (incr. sorting)"	0.986637	1.01337	0.0179436	10.8544	7778	0.802675	64.1553	42
"permutation (pref. index)"	0.761252	1.34323	0.894834	0.148012	7426.66	57.9395	65.3183	52
"vptree: triangle inequality"	0.656829	1.49495	1.03596	0.00770746	121.597	1122.35	4097.08	59
"multiprobe lsh"	0.507034	26.3848	1009.93	0.304756	396.736	29.438	1249.68	589
"permutation (incr. sorting)"	0.971298	1.02492	0.0441171	11.1341	6669	0.786261	74.8238	42
"permutation (pref. index)"	0.759852	1.37279	1.13983	0.123864	6382.59	70.3949	77.5541	52
"vptree: triangle inequality"	0.569513	1.82594	2.1151	0.00560481	81.9205	1538.19	6090.45	59
"multiprobe lsh"	0.412187	56.4206	1221.16	0.205083	337.165	44.708	1476.34	591
"permutation (incr. sorting)"	0.967672	1.02393	0.0397725	10.1131	5560	0.86292	89.7482	42
"permutation (pref. index)"	0.719507	1.50717	2.5824	0.0897028	4510.7	97.5768	109.656	52
"vptree: triangle inequality"	0.455131	2.90811	11.8215	0.0037348	48.7438	2296.26	10224.3	59
"multiprobe lsh"	0.311271	117.703	1454.23	0.180251	291.735	49.4188	1702.16	592
"permutation (incr. sorting)"	0.957322	1.03324	0.0397576	9.97326	4451	0.893207	112.11	42
"permutation (pref. index)"	0.734024	1.47032	1.70827	0.112529	5864.39	78.6286	84.7297	52
"vptree: triangle inequality"	0.430635	3.35124	14.6329	0.0035524	45.493	2401.75	10967.3	59
"multiprobe lsh"	0.248068	205.142	1627.2	0.161564	275.314	55.7946	1801.37	594
"permutation (incr. sorting)"	0.937188	1.06336	0.116155	9.11923	3342	0.993028	149.312	42
"permutation (pref. index)"	0.718438	1.51707	2.63625	0.0962565	5092.34	91.9935	95.9272	52
"vptree: triangle inequality"	0.439129	3.24658	27.3253	0.0034628	44.5958	2517.57	11167.5	59
"multiprobe lsh"	0.237497	212.628	1592.12	0.161957	276.202	56.0326	1801.67	594
"permutation (incr. sorting)"	0.911743	1.10264	0.269698	9.65348	2233	0.935227	223.466	42
"permutation (pref. index)"	0.702762	1.58589	1.9327	0.0966497	5149.29	93.2197	96.5305	52
"vptree: triangle inequality"	0.415819	3.55097	23.6768	0.0034162	43.7164	2562.7	11398.4	59
"multiprobe lsh"	0.241616	202.016	1592.32	0.163547	283.179	55.09	1754.16	594
"permutation (incr. sorting)"	0.834183	1.23036	0.58672	8.80043	1124	1.00219	443.95	42
"permutation (pref. index)"	0.715879	1.58624	3.02634	0.0938869	5019.42	96.5738	100.28	52
"vptree: triangle inequality"	0.418373	3.61015	36.5444	0.0034444	43.9459	2528.72	11353.1	59
