MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.785851	1.3384	1.08174	1.21465	32816.2	9.64176	15.2092	53
"permutation (incr. sorting)"	0.895473	1.13354	0.319452	12.4869	9996	0.938217	49.92	36
"permutation (pref. index)"	0.850521	1.22079	0.777294	3.54052	99468.3	3.32404	5.02116	45
"vptree: triangle inequality"	0.835518	1.17723	0.373112	0.625778	16044.4	18.6849	31.0881	55
"bbtree"	0.709759	1.54008	1.67834	0.609215	16343.7	19.2222	30.5443	53
"permutation (incr. sorting)"	0.906588	1.12209	0.342515	12.0904	8887	0.96956	56.1494	36
"permutation (pref. index)"	0.784556	1.3691	1.82293	1.53634	46106	7.44286	10.6242	45
"vptree: triangle inequality"	0.709449	1.40657	0.948684	0.176341	4343.18	65.0634	112.935	54
"bbtree"	0.667847	1.7361	6.78488	0.310868	8200.9	37.7825	60.8506	53
"permutation (incr. sorting)"	0.884115	1.17542	0.614559	11.8535	7778	0.991885	64.1553	36
"permutation (pref. index)"	0.744461	1.50379	2.58502	0.820238	24181.5	14.1417	20.3727	45
"vptree: triangle inequality"	0.624988	1.61167	1.62677	0.0816251	1906.2	140.459	255.45	55
"bbtree"	0.605378	2.12896	14.9075	0.158441	4104.92	74.3183	121.57	53
"permutation (incr. sorting)"	0.882861	1.16699	0.617498	11.4168	6669	1.03427	74.8238	36
"permutation (pref. index)"	0.68575	1.73192	4.25051	0.379325	12166.3	30.0588	39.6474	45
"vptree: triangle inequality"	0.54583	1.90496	2.20623	0.037399	805.434	295.624	580.041	55
"bbtree"	0.588999	2.32567	24.0772	0.0819491	2075.68	143.848	240.564	53
"permutation (incr. sorting)"	0.870945	1.18618	0.545215	11.0607	5560	1.06965	89.7482	36
"permutation (pref. index)"	0.632686	1.98567	6.97448	0.202153	6238.34	57.5998	78.1995	45
"vptree: triangle inequality"	0.465548	2.49909	5.10046	0.0191486	377.65	603.93	1301.76	55
"bbtree"	0.522636	3.07547	87.4817	0.0427315	1047.09	275.187	476.583	53
"permutation (incr. sorting)"	0.836945	1.24546	1.13398	10.7832	4451	1.09744	112.11	36
"permutation (pref. index)"	0.585928	2.4505	17.6519	0.11585	3644.14	101.479	136.583	45
"vptree: triangle inequality"	0.41767	3.23875	12.0993	0.0114816	208.359	1012.63	2389.44	55
"bbtree"	0.508006	3.50613	183.481	0.0231976	542.174	507.667	920.725	53
"permutation (incr. sorting)"	0.811587	1.32817	1.9198	10.1321	3342	1.16748	149.312	36
"permutation (pref. index)"	0.544048	3.01338	38.4248	0.0633567	2013.26	180.808	238.573	45
"vptree: triangle inequality"	0.335554	6.26386	68.995	0.00539428	81.5434	2140.85	6120.4	55
"bbtree"	0.46296	4.79947	319.166	0.0128942	290.402	910.28	1718.1	53
"permutation (incr. sorting)"	0.793609	1.37454	3.43819	9.96281	2233	1.19291	223.466	36
"permutation (pref. index)"	0.507415	3.56133	49.3932	0.0390145	1241.1	287.343	374.283	45
"vptree: triangle inequality"	0.274545	17.4638	542.072	0.0034264	43.8801	3340.82	11367.1	55
"bbtree"	0.438762	5.98643	575.415	0.0084058	165.801	1369.62	3009.99	53
"permutation (incr. sorting)"	0.737761	1.56767	4.89572	9.5647	1124	1.2246	443.95	36
"permutation (pref. index)"	0.496997	4.07693	94.8087	0.025215	810.258	391.472	504.93	45
"vptree: triangle inequality"	0.266819	17.4532	568.442	0.0036118	43.8867	3136.26	11365.2	55
