MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.950273	1.06037	0.160844	4.37382	30850.3	3.90791	16.1842	97
"permutation (incr. sorting)"	0.848492	1.20803	0.560839	15.6632	14986	1.08951	33.2977	67
"permutation (pref. index)"	0.803316	1.31473	1.19501	2.91095	58927.2	5.84127	8.43219	88
"vptree: triangle inequality"	0.866231	1.13036	0.358646	1.48948	26069.3	11.4578	19.1322	97
"bbtree"	0.910721	1.11743	0.383833	2.47389	18440.8	6.86418	27.0623	98
"permutation (incr. sorting)"	0.846922	1.22426	0.764985	14.5947	13322	1.16279	37.4568	67
"permutation (pref. index)"	0.770767	1.429	2.076	1.40134	28487.6	11.4881	16.1558	87
"vptree: triangle inequality"	0.727581	1.32959	0.802551	0.626758	10554.1	27.0102	47.1423	97
"bbtree"	0.868015	1.18732	0.573561	1.23828	10099.4	13.7684	49.4058	97
"permutation (incr. sorting)"	0.799249	1.29931	1.05257	14.119	11659	1.20568	42.7996	67
"permutation (pref. index)"	0.680124	1.67469	4.24654	0.865392	19234.4	19.5929	25.8168	88
"vptree: triangle inequality"	0.561001	1.84881	3.08074	0.139937	2199.67	121.369	226.208	97
"bbtree"	0.79552	1.33951	1.06153	0.595481	5185.69	28.6755	96.2178	97
"permutation (incr. sorting)"	0.810469	1.30043	1.18111	13.6581	9996	1.24932	49.92	67
"permutation (pref. index)"	0.640759	1.95676	8.63086	0.557177	12596.2	30.6853	39.7539	88
"vptree: triangle inequality"	0.454703	2.50258	5.91792	0.0551932	807.873	307.906	617.203	97
"bbtree"	0.747457	1.45504	1.80244	0.277555	2576.23	61.698	193.605	97
"permutation (incr. sorting)"	0.769558	1.39432	1.43785	13.0433	8332	1.31394	59.8896	67
"permutation (pref. index)"	0.561816	2.46089	15.0024	0.312356	6899.7	54.7386	72.6125	88
"vptree: triangle inequality"	0.408728	3.13456	9.57632	0.032114	443.188	527.842	1118.57	97
"bbtree"	0.689384	1.64987	4.87004	0.129807	1264.85	132.263	394.334	97
"permutation (incr. sorting)"	0.716589	1.54103	2.17326	12.1815	6669	1.41012	74.8238	67
"permutation (pref. index)"	0.502237	3.36597	40.7878	0.153146	3310.14	111.223	148.338	87
"vptree: triangle inequality"	0.339288	5.04519	28.3561	0.0159231	195.174	1066.6	2547.27	97
"bbtree"	0.651789	1.8302	11.3078	0.0626165	632.905	272.494	788.026	97
"permutation (incr. sorting)"	0.72391	1.51938	2.42753	11.8095	5006	1.45459	99.6804	67
"permutation (pref. index)"	0.447863	4.43933	57.3877	0.0764906	1655.56	221.225	297.061	88
"vptree: triangle inequality"	0.309402	6.55695	42.2997	0.011535	135.878	1465.16	3676.14	98
"bbtree"	0.609631	2.06608	9.72295	0.0325856	324.642	521.593	1535.24	97
"permutation (incr. sorting)"	0.708512	1.58824	3.25693	10.8495	3342	1.577	149.312	67
"permutation (pref. index)"	0.42377	5.21538	87.7853	0.0465891	983.741	357.3	475.097	88
"vptree: triangle inequality"	0.263705	13.4984	168.347	0.0065482	69.2245	2562.37	7201.84	97
"bbtree"	0.552322	2.44165	16.6816	0.019633	179.733	872.679	2775.68	97
"permutation (incr. sorting)"	0.606368	2.12178	7.75938	10.1163	1679	1.70704	297.201	67
"permutation (pref. index)"	0.396678	6.90998	145.143	0.0296385	662.861	567.161	730.578	88
"vptree: triangle inequality"	0.240913	25.6986	630.015	0.0045306	43.9976	3707.97	11330.1	98
