MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.947802	1.06361	0.147662	4.71935	30896.5	3.92781	16.1683	37
"permutation (incr. sorting)"	0.824611	1.24337	0.660969	16.4685	14986	1.12246	33.2977	6
"permutation (pref. index)"	0.797811	1.35447	1.41177	14.6182	55204.8	1.22388	8.74163	0
"vptree: triangle inequality"	0.857369	1.14054	0.407431	1.63911	26066.6	11.2903	19.138	35
"bbtree"	0.901621	1.13625	0.409334	2.60483	18405.8	7.11628	27.1185	37
"permutation (incr. sorting)"	0.833343	1.25043	0.761903	16.2185	13322	1.14081	37.4568	6
"permutation (pref. index)"	0.740676	1.48956	2.34259	6.84663	26592.5	2.33213	16.1061	0
"vptree: triangle inequality"	0.733512	1.32675	0.760796	0.69601	10763.3	26.5583	46.2801	35
"bbtree"	0.864019	1.19492	0.606408	1.36295	10122.6	13.5813	49.292	37
"permutation (incr. sorting)"	0.839376	1.23467	0.851787	15.5179	11659	1.19499	42.7996	6
"permutation (pref. index)"	0.695261	1.66801	3.43071	5.18397	19969.5	3.58134	25.0144	0
"vptree: triangle inequality"	0.555409	1.8247	2.43609	0.163914	2354.22	112.853	212.019	35
"bbtree"	0.804113	1.3158	1.30348	0.643664	5185.1	28.9004	96.259	36
"permutation (incr. sorting)"	0.829489	1.25013	0.884268	14.6514	9996	1.27148	49.92	6
"permutation (pref. index)"	0.62329	2.0119	10.094	3.10239	11978.2	6.0017	41.6786	0
"vptree: triangle inequality"	0.451498	2.58003	6.34546	0.0635537	845.532	291.567	589.778	36
"bbtree"	0.739706	1.48129	3.38862	0.297185	2571.25	62.4562	193.935	37
"permutation (incr. sorting)"	0.779256	1.36666	1.08986	13.9041	8332	1.33418	59.8896	6
"permutation (pref. index)"	0.550955	2.57007	14.568	1.62701	6336.94	11.4304	78.673	0
"vptree: triangle inequality"	0.395674	3.32637	12.8079	0.0362772	452.59	509.137	1100.37	35
"bbtree"	0.695103	1.63173	4.40261	0.140177	1267.02	132.13	393.802	36
"permutation (incr. sorting)"	0.786095	1.3727	1.16956	12.7951	6669	1.45683	74.8238	6
"permutation (pref. index)"	0.512003	3.04447	24.5582	0.885686	3491.43	20.9392	142.571	0
"vptree: triangle inequality"	0.342791	4.87697	25.8259	0.0172865	194.479	1052.39	2537.37	35
"bbtree"	0.67013	1.7407	5.70149	0.0674357	632.129	275.387	789.007	37
"permutation (incr. sorting)"	0.71612	1.5544	2.6872	12.0861	5006	1.54156	99.6804	6
"permutation (pref. index)"	0.453314	4.09363	56.6289	0.505612	2042.66	36.173	238.956	0
"vptree: triangle inequality"	0.304537	6.58952	48.1202	0.0131976	140.731	1393.77	3537.21	35
"bbtree"	0.605699	2.06612	10.7188	0.0355083	327.435	522.167	1523.88	36
"permutation (incr. sorting)"	0.678036	1.75328	4.87732	11.8185	3342	1.57535	149.312	6
"permutation (pref. index)"	0.428787	5.12226	92.8672	0.248451	1038.34	73.6087	473.659	0
"vptree: triangle inequality"	0.265862	13.6216	188.465	0.00716872	68.8604	2537.71	7230.9	36
"bbtree"	0.560436	2.41879	14.2139	0.0207643	179.734	889.451	2775.51	37
"permutation (incr. sorting)"	0.613449	2.05994	6.85239	10.5926	1679	1.755	297.201	6
"permutation (pref. index)"	0.384769	6.93799	153.519	0.170466	729.905	101.342	621.223	0
"vptree: triangle inequality"	0.223203	29.7623	831.867	0.0049376	44.0178	3667.29	11319.8	35
