MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.540421	5.03285	117.623	7.39282	23743.5	17.8999	21.0218	732
"permutation (incr. sorting)"	0.609904	2.4609	13.6339	30.1834	29956	4.38685	16.6578	493
"permutation (pref. index)"	0.582504	2.75985	16.3612	27.4396	95503.8	4.77371	5.17523	685
"vptree: triangle inequality"	0.851614	1.17186	0.409347	39.6843	137059	3.33538	3.64187	709
"bbtree"	0.481875	6.62433	157.092	3.68358	11793.7	36.3637	42.2952	733
"permutation (incr. sorting)"	0.579113	2.5614	12.7852	29.0331	26629	4.65498	18.739	493
"permutation (pref. index)"	0.470744	4.01592	31.9629	14.1634	49431.4	9.39975	10.0271	685
"vptree: triangle inequality"	0.62056	1.72687	2.41221	19.8114	67869.8	6.76837	7.35711	726
"bbtree"	0.422494	9.23052	240.239	1.83854	5917.81	72.6106	84.3066	734
"permutation (incr. sorting)"	0.569534	2.79073	13.7166	26.0203	23302	5.14818	21.4145	493
"permutation (pref. index)"	0.420935	5.28542	45.6031	7.98892	28018.2	16.485	17.5543	684
"vptree: triangle inequality"	0.468536	2.53507	5.69534	10.0175	34248.5	13.3258	14.5616	736
"bbtree"	0.397431	11.261	282.071	0.929765	2985.59	141.985	167.165	732
"permutation (incr. sorting)"	0.543477	3.04784	18.6991	23.1398	19976	5.73229	24.98	493
"permutation (pref. index)"	0.35625	8.5513	100.994	4.35439	15201.9	29.4296	31.7645	685
"vptree: triangle inequality"	0.387316	3.45772	11.4571	6.31883	21452.9	20.8979	23.2635	726
"bbtree"	0.381365	14.9285	416.947	0.479483	1528.99	278.568	326.302	733
"permutation (incr. sorting)"	0.520002	3.24645	18.4066	21.2744	16649	6.29233	29.9718	493
"permutation (pref. index)"	0.294722	14.2016	180.08	2.06494	7174.98	61.1998	65.1139	684
"vptree: triangle inequality"	0.302635	5.54341	24.9104	3.26769	10968.7	40.9012	45.4948	726
"bbtree"	0.331769	19.786	586.767	0.253092	794.05	529.339	628.231	733
"permutation (incr. sorting)"	0.503447	3.58895	24.5443	18.5141	13322	7.25026	37.4568	493
"permutation (pref. index)"	0.259739	24.8733	370.706	1.30626	4553.69	98.6311	104.553	685
"vptree: triangle inequality"	0.2425	9.01174	51.3548	1.89546	6303.16	70.5523	79.0037	718
"bbtree"	0.318777	25.2698	751.979	0.140009	430.41	942.682	1159.33	732
"permutation (incr. sorting)"	0.451966	4.61612	31.3407	15.7687	9996	8.3928	49.92	493
"permutation (pref. index)"	0.250286	34.4738	527.923	0.703293	2477.14	175.968	187.489	685
"vptree: triangle inequality"	0.206088	14.6512	103.978	0.984728	3248.14	134.059	153.566	712
"bbtree"	0.279627	35.3582	1063.67	0.0835912	248.247	1593.72	2010.04	732
"permutation (incr. sorting)"	0.425237	6.32847	70.0574	13.625	6669	9.81507	74.8238	493
"permutation (pref. index)"	0.239244	45.0763	745.553	0.507848	1795.95	209.538	219.339	685
"vptree: triangle inequality"	0.15986	38.9289	383.523	0.265951	843.751	500.056	589.982	721
"bbtree"	0.276691	44.1437	1325.99	0.0551437	157.141	2367.13	3175.42	733
"permutation (incr. sorting)"	0.36749	9.22378	111.434	11.1426	3342	11.8483	149.312	493
"permutation (pref. index)"	0.250109	59.6408	1151.83	0.198703	689.128	262.081	284.405	685
"vptree: triangle inequality"	0.119703	414.627	4106	0.0198103	55.0316	6546.17	9064.16	747
