MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.786402	1.34396	1.01716	1.20817	32767.8	9.70635	15.226	23
"permutation (incr. sorting)"	0.917753	1.1048	0.298292	12.5259	9996	0.935503	49.92	6
"permutation (pref. index)"	0.84362	1.22142	0.60996	8.62294	82227.9	1.35343	6.02814	0
"vptree: triangle inequality"	0.848962	1.16623	0.355235	0.665197	17003.9	17.5718	29.2891	23
"bbtree"	0.721729	1.50966	3.91932	0.608056	16424.8	19.1914	30.3882	23
"permutation (incr. sorting)"	0.900885	1.12904	0.387237	12.0889	8887	0.96773	56.1494	6
"permutation (pref. index)"	0.783677	1.353	1.16011	3.14425	30840.6	2.7959	12.2915	0
"vptree: triangle inequality"	0.698376	1.40654	0.957105	0.17676	4393.22	65.4893	112.758	24
"bbtree"	0.663275	1.75937	11.7903	0.305663	8191.97	38.3417	60.9249	23
"permutation (incr. sorting)"	0.875511	1.18931	0.851714	11.7333	7778	1.00181	64.1553	6
"permutation (pref. index)"	0.729024	1.5338	2.8267	2.19591	21599.5	5.17379	22.5398	0
"vptree: triangle inequality"	0.622808	1.61516	1.55016	0.0847732	1993.14	136.437	247.697	24
"bbtree"	0.63053	1.9971	20.5222	0.156328	4123.6	75.1785	121.042	23
"permutation (incr. sorting)"	0.859084	1.2163	0.85433	11.2566	6669	1.04486	74.8238	6
"permutation (pref. index)"	0.674113	1.74874	6.02221	1.12749	11190.4	10.0211	42.9318	0
"vptree: triangle inequality"	0.552585	1.92843	3.13336	0.0389425	847.497	296.531	581.006	24
"bbtree"	0.566829	2.45622	66.7967	0.0814326	2074.33	145.031	240.707	23
"permutation (incr. sorting)"	0.867319	1.20232	0.980485	11.0902	5560	1.0666	89.7482	6
"permutation (pref. index)"	0.62359	2.05201	8.82834	0.572483	5454.87	20.0148	88.0441	0
"vptree: triangle inequality"	0.479373	2.46628	7.47011	0.0195345	388.048	598.062	1280.21	24
"bbtree"	0.546273	3.03555	124.131	0.042637	1047.83	276.949	476.399	23
"permutation (incr. sorting)"	0.837292	1.26266	1.24078	10.6868	4451	1.1107	112.11	6
"permutation (pref. index)"	0.601306	2.2848	12.1878	0.346432	3535.06	34.049	140.86	0
"vptree: triangle inequality"	0.42181	3.25679	13.7841	0.0114859	210.276	1013.65	2357.91	24
"bbtree"	0.498799	3.62763	173.581	0.0230633	541.722	519.283	921.19	23
"permutation (incr. sorting)"	0.814367	1.31111	1.50892	10.3289	3342	1.16783	149.312	6
"permutation (pref. index)"	0.556859	2.85458	32.8104	0.230803	2378.3	51.9803	205.698	0
"vptree: triangle inequality"	0.327837	6.54633	75.4468	0.00513975	80.2561	2281.96	6209.48	23
"bbtree"	0.481704	4.49976	404.667	0.0128638	290.723	915.912	1716.6	23
"permutation (incr. sorting)"	0.774674	1.43796	2.8092	9.93938	2233	1.2008	223.466	6
"permutation (pref. index)"	0.518105	3.42217	61.6236	0.130525	1418.85	81.0792	310.978	0
"vptree: triangle inequality"	0.273946	17.4885	517.578	0.0032338	43.8229	3550.88	11374.5	24
"bbtree"	0.436075	6.55921	766.183	0.0081614	165.211	1415.63	3019.98	22
"permutation (incr. sorting)"	0.734249	1.57058	5.35417	9.60989	1124	1.22388	443.95	6
"permutation (pref. index)"	0.502402	3.76504	56.3672	0.127364	921.202	83.3586	474.919	0
"vptree: triangle inequality"	0.269721	15.8395	441.908	0.0034284	43.8363	3312.08	11387	24
