0.513514	184.19
0.567568	208.403
0.575	204.832
0.6	181.824
0.527778	209.662
0.787879	233.084
0.575758	151.017
0.6	193.411
0.571429	215.244
0.484848	186.215
0.692308	230.521
0.666667	215.995
0.606061	209.786
0.6875	210.723
0.485714	177.133
0.657143	211.57
0.628571	234.955
0.53125	227.561
0.6	195.361
0.566667	166.997
0.545455	152.787
0.433333	135.263
0.580645	206.616
0.633333	240.133
0.611111	206.509
0.5	183.265
0.5	152.99
0.580645	174.184
0.735294	241.773
0.6	227.833
0.583333	216.573
0.542857	208.235
0.645161	223.745
0.657895	226.318
0.485714	157.582
0.586207	185.483
0.470588	157.188
0.513514	195.069
0.567568	205.154
0.628571	239.612
0.535714	174.585
0.527778	179.783
0.606061	227.024
0.595238	226.411
0.69697	227.697
0.69697	212.042
0.641026	188.929
0.571429	182.822
0.648649	222.117
0.575758	193.013
0.585366	228.311
0.59375	182.74
0.617647	244.279
0.580645	193.189
0.567568	201.147
0.645161	213.691
0.758621	252.591
0.551724	168.054
0.625	202.089
0.473684	180.61
0.514286	167.899
0.59375	193.587
0.571429	172.319
0.571429	189.14
0.615385	191.107
0.5	149.225
0.6	150.977
0.617647	207.041
0.575	192.125
0.588235	199.615
0.571429	158.562
0.59375	179.449
0.645161	224.37
0.575758	195.443
0.5625	186.767
0.5	164.232
0.605263	213.059
0.65625	202.751
0.589744	210.024
0.7	214.844
0.575	220.708
0.487179	160
0.764706	235.372
0.645161	224.544
0.571429	177.527
0.53125	167.314
0.583333	207.933
0.625	224.022
0.677419	186.735
0.512195	167.946
0.551724	224.962
0.558824	194.371
0.583333	200.175
0.547619	187.947
0.538462	197.307
0.529412	206.543
0.702703	177.499
0.59375	173.534
0.724138	225.482
0.631579	201.946
0.657895	233.101
0.567568	217.09
0.611111	210.955
0.615385	220.758
0.581395	217.83
0.457143	164.165
0.615385	223.038
0.578947	197.975
0.606061	208.014
0.685714	230.256
0.571429	181.951
0.6	197.934
0.59375	234.87
0.485714	174.408
0.551724	216.088
0.48	200.704
0.636364	176.924
0.636364	241.23
0.552632	179.321
0.583333	213.935
0.607143	219.463
0.735294	227.552
0.7	210.052
0.529412	205.119
0.810811	237.765
0.564103	166.217
0.52381	201.271
0.6	201.609
0.583333	198.771
0.589744	218.573
0.678571	235.949
0.657143	222.603
0.628571	226.685
0.558824	178.236
0.527778	183.75
0.533333	181.824
0.657143	230.1
0.444444	178.802
0.606061	218.998
0.59375	202.544
0.634146	228.552
0.5	141.732
0.533333	188.966
0.53125	165.819
0.590909	235.843
0.6	202.988
0.5	178.891
0.625	234.081
0.62069	204.636
0.617647	228.009
0.5	153.029
0.733333	209.905
0.558824	209.065
0.612903	189.124
0.583333	194.438
0.515152	181.075
0.6	192.208
0.578947	190.526
0.606061	200.983
0.636364	218.71
0.666667	224.183
0.7	209.728
0.484848	205.767
0.5625	167.589
0.484848	172.922
0.564103	203.568
0.606061	229.417
0.564103	184.348
0.485714	189.061
0.441176	198.383
0.580645	226.702
0.606061	183.995
0.611111	174.373
0.727273	225.064
0.514286	217.743
0.552632	165.396
0.55	191.228
0.5625	172.968
0.611111	211.182
0.555556	191.071
0.588235	211.324
0.586207	220.898
0.828571	249.504
0.571429	202.514
0.575758	230.617
0.484848	159.981
0.552632	181.191
0.6	210.727
0.558824	207.167
0.542857	208.485
0.6	245.54
0.571429	225.047
0.516129	166.919
0.533333	192.686
0.513514	217.775
0.709677	258.205
0.484848	190.652
0.625	223.79
0.65625	220.993
0.666667	235.724
0.387097	135.735
0.242424	103.296
0.375	167.183
0.4	123.377
0.444444	169.976
0.361111	149.405
0.371429	118.971
0.388889	154.26
0.388889	131.643
0.363636	124.483
0.375	167.881
0.351351	156.269
0.388889	161.059
0.394737	146.533
0.394737	149.653
0.314286	151.611
0.363636	155.987
0.366667	153.219
0.388889	155.229
0.368421	155.119
0.322581	134.067
0.235294	136.616
0.275862	124.98
0.366667	190.174
0.34375	157.328
0.297297	120.316
0.366667	144.672
0.382353	122.955
0.4	174.138
0.378378	155.711
0.410256	177.623
0.371429	119.348
0.363636	131.499
0.380952	151.658
0.378378	194.227
0.387097	128.39
0.382353	165.602
0.384615	151.222
0.368421	140.762
0.393939	122.057
0.382353	134.142
0.382353	144.72
0.205882	117.243
0.393939	155.3
0.387097	166.006
0.366667	139.406
0.368421	117.737
0.382353	129.9
0.4	183.957
0.4	158.77
0.371429	156.518
0.410256	158.082
0.387097	122.597
0.378378	145.21
0.368421	129.522
0.378378	157.41
0.405405	152.905
0.351351	114.018
0.37931	137.535
0.378378	145.561
0.393939	203.686
0.382353	145.767
0.384615	146.308
0.382353	138.888
0.272727	110.914
0.388889	160.175
0.368421	158.038
0.363636	151.783
0.4	152.493
0.366667	144.575
0.366667	141.053
0.4	180.97
0.410256	174.654
0.151515	129.236
0.34375	177.093
0.235294	134.499
0.378378	141.972
0.354839	137.062
0.371429	141.655
0.371429	196.316
0.37931	152.361
0.382353	184.467
0.37037	182.647
0.333333	145.959
0.371429	173.113
0.382353	148.351
0.322581	101.292
0.212121	117.439
0.394737	152.748
0.378378	173.188
0.388889	167.654
0.388889	111.553
0.344828	153.114
0.235294	148.088
0.366667	189.731
0.263158	128.717
0.388889	177.859
0.382353	143.171
0.378378	171.593
0.371429	129.954
0.37931	125.14
0.388889	171.33
0.37037	150.897
0.236842	153.186
0.366667	133.462
0.242424	187.072
0.371429	162.635
0.410256	158.499
0.378378	150.957
0.322581	134.276
0.354839	115.689
0.272727	142.569
0.384615	130.054
0.382353	160.493
0.368421	188.223
0.388889	170.909
0.307692	146.806
0.394737	119.465
0.378378	193.701
0.393939	177.544
0.375	148.566
0.375	186.435
0.378378	188.706
0.307692	99.3076
0.382353	175.875
0.37931	133.836
0.366667	124.708
0.382353	166.036
0.30303	187.072
0.394737	132.582
0.342857	187.195
0.351351	149.973
0.371429	164.073
0.371429	166.553
0.393939	129.7
0.390244	173.839
0.3125	156.288
0.405405	175.237
0.305556	125.865
0.34375	134.06
0.351351	152.013
0.393939	168.748
0.418605	168.76
0.361111	149.158
0.390244	150.073
0.371429	135.344
0.285714	166.709
0.393939	144.458
0.387097	153.838
0.378378	153.968
0.368421	159.223
0.333333	151.361
0.393939	165.136
0.387097	163.475
0.375	155.968
0.394737	144.783
0.382353	174.963
0.405405	144.388
0.375	110.39
0.34375	98.6306
0.344828	133.011
0.37931	155.493
0.27027	123.386
0.366667	148.216
0.388889	154.409
0.393939	157.829
0.382353	124.427
0.375	173.666
0.371429	138.304
0.378378	155.242
0.378378	148.728
0.363636	136.616
0.405405	222.567
0.390244	149.305
0.314286	137.761
0.393939	169.853
0.361111	166.961
0.368421	145.245
0.393939	204.289
0.333333	115.991
0.37931	138.376
0.387097	178.975
0.351351	159.267
0.382353	143.924
0.351351	113.287
0.30303	126.972
0.351351	152.046
0.371429	186.371
0.384615	160.044
0.361111	129.468
0.333333	150.453
0.354839	137.033
0.333333	114.856
0.4	184.543
0.315789	155.358
0.352941	176.935
0.384615	169.104
0.378378	145.534
0.272727	139.119
0.34375	142.162
0.6	229.796
0.619048	169.174
0.566667	220.599
0.552632	237.76
0.571429	156.965
0.628571	231.59
0.583333	213.654
0.5625	170.135
0.589744	195.52
0.517241	162.025
0.638889	211.976
0.589744	204.103
0.617647	241.996
0.638889	203.544
0.525	173.17
0.513514	222.167
0.484848	227.407
0.628571	215.838
0.5	207.957
0.631579	207.885
0.516129	191.133
0.540541	199.745
0.606061	195.755
0.677419	212.339
0.666667	226.283
0.592593	155.91
0.633333	222.32
0.545455	232.022
0.606061	216.056
0.514286	158.915
0.575758	204.113
0.645161	230.343
0.545455	143.164
0.621622	199.86
0.571429	211.83
0.657143	192.774
0.59375	194.134
0.631579	242.71
0.6	209.995
0.657143	237.234
0.636364	221.964
0.538462	178.992
0.542857	183.21
0.580645	185.381
0.55	213.612
0.5	188.711
0.564103	216.347
0.611111	215.666
0.457143	101.833
0.655172	182.505
0.515152	160.667
0.657143	219.977
0.684211	230.599
0.617647	229.682
0.529412	179.109
0.526316	195.269
0.5	161.264
0.5	124.868
0.588235	215.931
0.612903	186.708
0.612903	210.081
0.578947	204.098
0.564103	194.494
0.567568	178.841
0.571429	203.47
0.636364	221.563
0.53125	184.705
0.552632	185.613
0.575758	229.517
0.578947	206.886
0.555556	196.926
0.612903	172.662
0.540541	128.335
0.571429	200.769
0.5	151.73
0.5625	191.181
0.594595	250.06
0.648649	225.193
0.6875	238.008
0.470588	184.651
0.628571	217.545
0.566667	132.045
0.5	197.813
0.487179	179.944
0.648649	246.455
0.580645	151.321
0.6	212.908
0.710526	230.92
0.536585	214.243
0.6	195.361
0.6875	218.733
0.555556	167.517
0.575	223.405
0.685714	242.895
0.564103	158.934
0.578947	182.384
0.65625	229.229
0.621622	191.578
0.473684	115.091
0.636364	239.621
0.526316	180.582
0.6	214.583
0.6	162.086
0.571429	193.897
0.606061	168.048
0.586207	180.033
0.615385	198.414
0.583333	215.225
0.529412	145.327
0.545455	119.398
0.533333	207.162
0.527778	167.123
0.677419	199.073
0.567568	211.665
0.566667	162.954
0.594595	208.178
0.487179	176.579
0.5	172.928
0.595238	164.219
0.628571	217.885
0.512821	191.682
0.529412	192.172
0.5625	214.201
0.7	225.69
0.513514	179.522
0.575758	197.889
0.59375	217.885
0.5625	179.928
0.628571	217.853
0.583333	182.198
0.625	201.827
0.5	204.26
0.487179	144.99
0.540541	208.931
0.53125	167.165
0.558824	192.458
0.555556	230.387
0.540541	176.341
0.676471	214.979
0.542857	204.729
0.564103	239.245
0.617647	218.435
0.588235	202.781
0.5	175.59
0.59375	164.948
0.558824	222.441
