MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"multiprobe lsh"	0.896583	1.18715	1.51222	0.35935	1154.35	78.5464	431.55	597
"permutation (incr. sorting)"	0.773594	1.40634	2.0767	12.94	9996	2.18221	49.92	12
"permutation (pref. index)"	0.75362	1.43916	1.61234	19.1452	99327.1	1.45527	4.95279	2
"vptree: triangle inequality"	0.973903	1.02055	0.0330888	5.48609	72038.9	5.14857	6.92698	112
"multiprobe lsh"	0.695527	3.02288	168.546	0.299323	709.794	96.6991	701.666	609
"permutation (incr. sorting)"	0.736597	1.51204	2.39877	13.1559	8887	2.21356	56.1494	12
"permutation (pref. index)"	0.729409	1.47615	1.67456	11.1349	63907.1	2.61376	7.84413	2
"vptree: triangle inequality"	0.894983	1.09435	0.164062	2.01238	25502.2	14.3302	19.5174	111
"multiprobe lsh"	0.617825	5.89544	369.011	0.316459	583.369	92.2839	852.368	612
"permutation (incr. sorting)"	0.691806	1.69384	3.46598	11.7526	7778	2.43452	64.1553	12
"permutation (pref. index)"	0.637829	1.85896	4.1212	4.55101	25402	6.13123	18.6965	2
"vptree: triangle inequality"	0.742075	1.27881	0.475412	1.00328	12407.9	28.8078	40.1785	111
"multiprobe lsh"	0.485393	19.2506	816.837	0.271262	472.645	106.545	1053.4	615
"permutation (incr. sorting)"	0.682768	1.66066	2.13658	11.5604	6669	2.43787	74.8238	12
"permutation (pref. index)"	0.60373	1.9473	5.33547	3.38439	20413.3	8.13625	22.5307	2
"vptree: triangle inequality"	0.628469	1.50548	0.946039	0.584303	7047.93	49.4675	70.8191	111
"multiprobe lsh"	0.369804	59.3063	1189.46	0.254513	362.14	114.261	1363.16	617
"permutation (incr. sorting)"	0.662756	1.79187	3.0128	11.317	5560	2.52216	89.7482	12
"permutation (pref. index)"	0.584268	2.08849	5.65911	2.78396	16699.7	9.78136	27.1962	2
"vptree: triangle inequality"	0.528462	1.80657	1.59993	0.336321	3960.75	85.5941	125.859	112
"multiprobe lsh"	0.281543	129.388	1430.87	0.248345	286.84	117.44	1711.35	618
"permutation (incr. sorting)"	0.67389	1.74072	4.32676	10.5849	4451	2.70292	112.11	12
"permutation (pref. index)"	0.583997	2.15029	11.5231	3.14555	20948	9.10327	23.5473	2
"vptree: triangle inequality"	0.414306	2.58737	4.17874	0.142812	1613.31	202.17	308.903	112
"multiprobe lsh"	0.229896	210.417	1576.41	0.22373	267.466	129.527	1856.03	619
"permutation (incr. sorting)"	0.580835	2.22932	8.06398	10.2093	3342	2.81556	149.312	12
"permutation (pref. index)"	0.601302	1.93151	5.29132	1.02412	4876.44	18.1191	55.049	2
"vptree: triangle inequality"	0.346038	3.36044	6.80101	0.0942325	1029.12	305.027	482.78	112
"multiprobe lsh"	0.159652	365.328	1739.44	0.313429	250.709	92.6339	1986.87	620
"permutation (incr. sorting)"	0.48891	3.12458	16.565	10.0365	2233	2.77686	223.466	12
"permutation (pref. index)"	0.520225	2.5665	13.2847	1.26217	6944.4	17.8332	50.7781	2
"vptree: triangle inequality"	0.237886	7.3624	34.0834	0.0303255	301.916	940.182	1635.38	112
"multiprobe lsh"	0.118646	519.692	1871.96	0.285334	247.168	103.692	2018.31	621
"permutation (incr. sorting)"	0.440596	3.67665	28.7468	8.81774	1124	3.17142	443.95	12
"permutation (pref. index)"	0.595685	2.08935	12.0389	3.0661	18816.1	8.7734	21.7857	2
"vptree: triangle inequality"	0.173968	57.2634	7891.9	0.0052522	44.1068	5372.44	11300.6	112
