MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.523838	5.34712	148.174	4.58575	28093.3	14.751	17.7589	367
"permutation (incr. sorting)"	0.560492	2.91152	22.8615	23.7133	24966	2.85408	19.9872	249
"permutation (pref. index)"	0.577483	2.61786	14.1461	10.7455	67756.9	6.02479	6.9686	344
"vptree: triangle inequality"	0.685845	1.502	1.45105	11.0993	71226.6	6.09678	7.00527	351
"bbtree"	0.461359	8.08052	248.342	2.3045	14142.6	29.4767	35.2798	366
"permutation (incr. sorting)"	0.555031	3.19367	25.5622	21.8879	22193	3.1024	22.4846	249
"permutation (pref. index)"	0.506073	3.37055	21.0273	5.55593	36000.5	11.3602	12.7426	344
"vptree: triangle inequality"	0.503207	2.26874	5.10903	5.51008	35242.6	12.3234	14.1508	351
"bbtree"	0.41685	11.7698	330.164	1.15194	7064.85	58.0959	70.6544	367
"permutation (incr. sorting)"	0.543757	3.41099	27.8837	20.7377	19421	3.22951	25.6938	249
"permutation (pref. index)"	0.435446	4.89049	44.2991	3.65046	23280.4	18.3036	21.3834	343
"vptree: triangle inequality"	0.380168	3.77144	14.5064	2.76126	17486.5	24.1681	28.4619	353
"bbtree"	0.353498	18.9337	519.511	0.57949	3538.95	115.31	140.989	366
"permutation (incr. sorting)"	0.503604	3.93695	35.5199	18.7848	16649	3.56134	29.9718	249
"permutation (pref. index)"	0.365011	7.74714	81.6865	1.86869	11922.5	35.5961	41.6336	344
"vptree: triangle inequality"	0.297558	6.25808	32.6463	1.59252	9951.42	42.0072	50.2161	353
"bbtree"	0.314744	28.0488	763.877	0.294088	1785.22	227.083	279.663	366
"permutation (incr. sorting)"	0.499036	3.98875	31.686	16.9959	13877	3.9248	35.9588	249
"permutation (pref. index)"	0.31386	13.9898	160.538	0.906333	5848.62	73.0778	84.4873	344
"vptree: triangle inequality"	0.273046	8.81776	55.1434	1.04415	6441.52	63.4615	76.8412	351
"bbtree"	0.292659	38.9006	1000.62	0.154304	909.72	432.933	548.503	367
"permutation (incr. sorting)"	0.482296	4.80466	47.5985	15.7961	11104	4.23596	44.9388	249
"permutation (pref. index)"	0.289499	20.5409	241.873	0.437006	2828.38	149.554	171.494	343
"vptree: triangle inequality"	0.230657	15.4536	123.158	0.526551	3180.33	126.503	156.289	353
"bbtree"	0.27875	49.8277	1202.87	0.084179	478.845	795.303	1042.18	366
"permutation (incr. sorting)"	0.459461	5.08087	49.0365	13.7534	8332	4.89012	59.8896	249
"permutation (pref. index)"	0.270078	29.1593	371.851	0.247112	1615.1	262.126	298.532	344
"vptree: triangle inequality"	0.203994	26.5673	231.153	0.253642	1489.05	263.531	334.348	351
"bbtree"	0.256647	77.4817	1883.82	0.0491002	263.32	1362.83	1895.15	367
"permutation (incr. sorting)"	0.422833	7.18376	92.0054	12.4862	5560	5.38752	89.7482	249
"permutation (pref. index)"	0.247917	48.8075	731.655	0.136075	877.429	490.688	562.921	344
"vptree: triangle inequality"	0.181871	50.0347	531.343	0.104217	585.775	639.616	848.458	350
"bbtree"	0.236016	114.091	2527.21	0.0313412	157.053	2149.64	3177.53	366
"permutation (incr. sorting)"	0.369782	11.87	178.576	10.8571	2788	6.24401	178.981	249
"permutation (pref. index)"	0.240552	70.7433	1060.04	0.0878359	565.81	639.609	726.346	344
"vptree: triangle inequality"	0.155113	172.05	1741.61	0.0240153	118.415	2793.47	4209.51	354
