MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	1	1	0	0.511895	7475.9	17.8451	66.7692	31
"permutation (incr. sorting)"	0.989218	1.00986	0.0151965	11.6155	7501	0.785007	66.5245	21
"permutation (pref. index)"	0.920993	1.0889	0.194519	0.749722	32161.8	6.62784	8.77287	23
"vptree: triangle inequality"	0.922301	1.07043	0.148115	0.0690272	1866.03	129.14	261.893	33
"bbtree"	1	1	0	0.518005	7396.88	17.5908	67.4032	31
"permutation (incr. sorting)"	0.980606	1.01687	0.0235734	11.1944	6669	0.814593	74.8238	21
"permutation (pref. index)"	0.884329	1.13634	0.305279	0.542354	23628.6	14.9939	18.9605	23
"vptree: triangle inequality"	0.843704	1.16003	0.309952	0.0148279	322.276	609.019	1548.36	34
"bbtree"	0.999985	1.00001	1.28737e-05	0.507178	7220.63	18.0729	69.1129	30
"permutation (incr. sorting)"	0.985562	1.01188	0.0171996	10.9547	5837	0.836893	85.4891	21
"permutation (pref. index)"	0.851721	1.18605	0.453056	0.403582	17649.5	21.6107	26.7261	24
"vptree: triangle inequality"	0.734544	1.3498	0.81214	0.0079159	147.433	1135.74	3379.74	34
"bbtree"	0.987888	1.01313	0.0279876	0.385285	5700	23.9109	87.682	31
"permutation (incr. sorting)"	0.97451	1.02444	0.0450953	10.6632	5006	0.864225	99.6804	21
"permutation (pref. index)"	0.807921	1.25616	0.736342	0.245133	11084.9	37.4716	45.1427	23
"vptree: triangle inequality"	0.655245	1.53985	1.203	0.00542871	87.3116	1653.3	5707.9	34
"bbtree"	0.937836	1.06633	0.109153	0.190082	3031.75	48.2395	164.601	31
"permutation (incr. sorting)"	0.988668	1.00214	0.00805478	10.3999	4174	0.882604	119.55	21
"permutation (pref. index)"	0.768054	1.3431	0.770373	0.15675	7306.32	58.3271	68.1565	23
"vptree: triangle inequality"	0.583665	1.79289	2.2021	0.004372	64.2745	2039.78	7702.96	34
"bbtree"	0.874638	1.16437	0.379081	0.0864416	1452.87	106.145	343.509	31
"permutation (incr. sorting)"	0.96429	1.03388	0.0838955	10.1004	3342	0.911808	149.312	21
"permutation (pref. index)"	0.751898	1.39374	1.31439	0.117753	5664.03	76.005	84.4023	23
"vptree: triangle inequality"	0.535435	2.18346	4.93477	0.0036558	50.5602	2435.6	9859.11	34
"bbtree"	0.816264	1.24583	0.549633	0.0393887	700.756	233.755	712.014	30
"permutation (incr. sorting)"	0.956142	1.0387	0.105184	9.88342	2511	0.935908	198.726	21
"permutation (pref. index)"	0.708414	1.50654	1.77993	0.0685557	3311.22	131.541	146.69	24
"vptree: triangle inequality"	0.476566	2.79318	12.8439	0.0033298	44.0626	2670.58	11322.8	34
"bbtree"	0.736943	1.40521	1.20299	0.0191544	351.684	473.891	1418.95	30
"permutation (incr. sorting)"	0.939253	1.0514	0.128603	9.561	1679	0.956322	297.201	21
"permutation (pref. index)"	0.699849	1.56916	1.7171	0.0835181	4256.7	109.093	115.095	24
"vptree: triangle inequality"	0.470749	2.79721	11.5374	0.0033096	43.8856	2649.64	11363.5	34
"bbtree"	0.705619	1.47379	1.37838	0.0108748	188.862	856.613	2641.93	31
"permutation (incr. sorting)"	0.880919	1.14323	0.606586	9.04781	847	1.0444	589.138	21
"permutation (pref. index)"	0.676811	1.66864	3.4764	0.0712907	3670.67	131.716	133.245	23
"vptree: triangle inequality"	0.478767	2.79047	12.7317	0.0031454	43.9064	2875.93	11362	34
