MethodName	Recall	RelPosError	NumCloser	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem
"bbtree"	0.532886	5.2241	125.361	7.33972	23562.7	17.957	21.1579	246
"permutation (incr. sorting)"	0.602699	2.39518	10.4384	30.9057	29956	4.28048	16.6578	6
"permutation (pref. index)"	0.57737	2.95617	20.3592	54.0326	102868	2.44831	4.86357	0
"vptree: triangle inequality"	0.848165	1.17546	0.343755	39.558	136717	3.33693	3.6518	200
"bbtree"	0.47104	7.08162	159.585	3.68415	11819.4	36.1949	42.1761	246
"permutation (incr. sorting)"	0.586735	2.55678	11.9896	28.5661	26629	4.68945	18.739	6
"permutation (pref. index)"	0.473887	4.36842	36.4921	22.4221	43207.6	5.78857	11.183	0
"vptree: triangle inequality"	0.61978	1.73821	2.65788	19.5463	67167.3	6.82784	7.42692	201
"bbtree"	0.445845	8.70402	227.399	1.85186	5960.71	71.8663	83.6872	247
"permutation (incr. sorting)"	0.550509	2.83872	13.3207	26.1231	23302	5.12537	21.4145	6
"permutation (pref. index)"	0.406392	5.73657	40.6191	12.7922	24259.5	10.1711	19.9463	0
"vptree: triangle inequality"	0.459595	2.61983	6.98201	9.80761	33497.8	13.5837	14.9013	200
"bbtree"	0.396935	11.514	282.84	0.932939	2998.53	141.508	166.372	246
"permutation (incr. sorting)"	0.531624	3.22292	20.8611	23.6842	19976	5.60138	24.98	6
"permutation (pref. index)"	0.352297	8.93434	82.5714	6.92133	13383.4	18.0456	34.8618	0
"vptree: triangle inequality"	0.392184	3.47829	13.1499	6.26599	21304.9	21.0718	23.4128	201
"bbtree"	0.366349	14.9733	393.396	0.479864	1531.31	277.976	325.638	246
"permutation (incr. sorting)"	0.540234	3.19987	18.5129	20.902	16649	6.42478	29.9718	6
"permutation (pref. index)"	0.299324	14.743	181.743	3.89345	7493.77	34.2262	66.2993	0
"vptree: triangle inequality"	0.308723	5.65639	29.2314	3.32314	11189.7	40.1624	44.5779	201
"bbtree"	0.333852	20.1605	561.379	0.252967	792.454	525.831	629.626	246
"permutation (incr. sorting)"	0.484386	3.88791	25.4037	18.9215	13322	7.04662	37.4568	6
"permutation (pref. index)"	0.249243	24.4997	326.902	2.27052	4526.79	58.6542	110.646	0
"vptree: triangle inequality"	0.241372	8.90777	51.6467	1.81034	6048.02	73.4936	82.4839	200
"bbtree"	0.319487	23.7659	667.87	0.140289	430.662	940.531	1159.03	246
"permutation (incr. sorting)"	0.466793	4.29508	29.6017	16.2778	9996	8.13915	49.92	6
"permutation (pref. index)"	0.247909	32.8369	493.175	1.37	2802.23	94.6198	172.585	0
"vptree: triangle inequality"	0.203599	14.5263	106.913	1.01382	3343.77	129.848	148.803	201
"bbtree"	0.29961	34.0811	1039.03	0.0833457	246.109	1595.84	2027.56	246
"permutation (incr. sorting)"	0.419718	5.78457	41.6289	13.5318	6669	9.92091	74.8238	6
"permutation (pref. index)"	0.232695	46.5267	750.878	0.966431	1993.63	126.12	225.205	0
"vptree: triangle inequality"	0.167856	38.2719	335.966	0.265104	841.333	501.809	593.114	201
"bbtree"	0.278211	43.922	1396.31	0.0554624	157.471	2355.75	3168.66	246
"permutation (incr. sorting)"	0.373112	8.33875	80.0382	11.4477	3342	11.4877	149.312	6
"permutation (pref. index)"	0.255227	53.8697	1139.87	1.58461	3727.73	81	130.58	0
"vptree: triangle inequality"	0.132174	390.397	3945.63	0.0198608	55.0101	6542.02	9060.21	200
